ID,recipient_name,recipient_location_name,address_line1,address_line2,city,status,org_size,open_from,open_to,days_of_week,food_accepted
80,Brashear Association,Allentown,827 Warrington Ave,,Pittsburgh,,60,9:00:00,13:00:00,24,"produce, meat, dairy; non-perishables;  ready to eat; bread, other, non-food"
80,Brashear Association,Allentown,827 Warrington Ave,,Pittsburgh,,60,9:00:00,16:30:00,135,"produce, meat, dairy; non-perishables; ready to eat; bread, other, non-food"
83,Burgettstown Apartments Food Pantry,,100 Highrise Way,,Burgettstown,,30,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables"
84,Butler County Housing Authority,Rolling Road Apartments,100 Rolling Road,,Cranberry Township,,68,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat, other, non-food"
85,CHP Family Care Connection,Braddock,849 Braddock Ave.,,Braddock,,150,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
86,CHP Family Care Connection,Lawrenceville,5235 Butler St,,Pittsburgh,,150,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
87,CHP Family Care Connection,Rankin,230 Third St.,,Rankin,,150,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
88,CHP Family Care Connection,Turtle Creek,116 Grant St,,Turtle Creek,,150,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
89,CHP Family Care Connection (Hilltop Fcc),Mt. Oliver,1630 Arlington Ave,,Mt. Oliver,,150,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
9,ACHA,Dumplin Hall,502 Hay Street,,Wilkinsburg,,60,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
9,ACHA,Dumplin Hall,502 Hay Street,,Wilkinsburg,,60,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
90,COTRAIC Hazelwood Family Center,Hazelwood,5006 Second Ave,,Pittsburgh,,25,9:00:00,17:00:00,12345,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
92,Carnegie Library,East Liberty,130 S. Whitfield Street,,Pittsburgh,,20,10:00:00,20:00:00,1234,"produce, non-perishables, bread, "
92,Carnegie Library,East Liberty,130 S. Whitfield Street,,Pittsburgh,,20,10:00:00,17:00:00,56,"produce, non-perishables, bread, "
93,Carnegie Library,Knoxville,400 Brownsville Rd,,Pittsburgh,,20,10:00:00,20:00:00,123,"produce, non-perishables, bread, "
93,Carnegie Library,Knoxville,400 Brownsville Rd,,Pittsburgh,,20,10:00:00,17:00:00,456,"produce, non-perishables, bread, "
94,Carnegie Library,Sheraden,720 Sherwood Avenue,,Pittsburgh,,20,10:00:00,20:00:00,123,"produce, non-perishables, bread, "
94,Carnegie Library,Sheraden,720 Sherwood Avenue,,Pittsburgh,,20,10:00:00,17:00:00,456,"produce, non-perishables, bread, "
95,Catholic Charities,9th Street Warming Station,212 9th Street,,Pittsburgh,,20,8:30:00,15:00:00,12345,"non-perishables; ready to eat; bread, other, non-food"
97,City Mission,Washington PA,84 W Wheeling St.,,Washington,,100,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; prepared food (food service); ready to eat; bread, other, non-food"
98,City View Church,,816 Tripoli St,,Pittsburgh,,50,0:00:00,23:59:59,1234567,"produce, meat, dairy; non-perishables; ready to eat; bread, other, non-food"
